,projectID,title,category,coordinator_name,coordinator_country,coordinator_activity_type,status,totalCostProj,project_start_year,project_end_year,opportunity_tier_cordis
7639,101069839,"Shaping consumer-inclusive data pathwaYs towards the eNERGy transItion, through a reference Energy data Space implementation",Digital Health / Bioinformatics,TXT E-TECH SRL,Italy,PRC,SIGNED,10180687.51,2022,2026,Small
7640,101045015,Transmission of the human microbiome and its impact on health,Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI TRENTO,Italy,HES,SIGNED,2394779.0,2022,2027,High
7641,101062645,"Extinction, replacement and trade: Tracking 100,000 years of horse evolution in Iberia",Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2022,2024,Not applicable
7642,101062690,Next generation X-ray/H+ Micro and Nano Scintillating Detectors,Oncology,UNIVERSITE D'AIX MARSEILLE,France,HES,TERMINATED,0.0,2022,2026,Not applicable
7643,101062302,Metabolic optimisation of intra-tumoral T cell motility,Oncology,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,France,REC,SIGNED,0.0,2023,2024,Not applicable
7644,101062275,Targeting a science-based approach to REd coral reSTORation in a climate change scEnario,Genomics / Molecular Biology,SORBONNE UNIVERSITE,France,HES,SIGNED,0.0,2022,2024,Not applicable
7645,101062229,Ruthenium Peptide Bioconjugates for Photoactivated Chemotherapy,Oncology,UNIVERSITEIT LEIDEN,Netherlands,HES,SIGNED,0.0,2023,2025,Not applicable
7646,101062218,Development of a multilayered and bioprinted iPSC-derived retinal model with use in preclinical and toxicological testing,Pharma / Biotech,FUNDACION PUBLICA ANDALUZA PROGRESO Y SALUD M.P.,Spain,REC,SIGNED,0.0,2023,2026,Small
7647,101062042,Deciphering the mechanistic basis of minimal residual disease and treatment resistance in acute myeloid leukemia,Genomics / Molecular Biology,DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG,Germany,REC,SIGNED,0.0,2023,2025,Not applicable
7648,101061974,Joining the forces of Natural Killer Cells and Ferroptosis to treat Refractory Neuroblastoma,Oncology,FUNDACION PARA LA INVESTIGACION BIOMEDICA DEL HOSPITAL UNIVERSIATRIO LA PAZ,Spain,OTH,CLOSED,0.0,2023,2025,Not applicable
7649,101061939,Development of artificial phosphoinositides aiming at HIV eradication,Cell / Advanced Therapies,IZMIR KATIP CELEBI UNIVERSITESI,Türkiye,HES,SIGNED,0.0,2023,2025,Not applicable
7650,101061921,Role of astrogliosis in the recurrence of brain tumors after microsurgical resection,Diagnostics / Biomarkers,INSTITUT CURIE,France,REC,SIGNED,0.0,2022,2024,Not applicable
7651,101061911,User-centered data privacy and utility,Digital Health / Bioinformatics,EREVNITIKO PANEPISTIMIAKO INSTITOUTO SYSTIMATON EPIKOINONION KAI YPOLOGISTON,Greece,REC,CLOSED,0.0,2023,2025,Not applicable
7652,101061836,Accurate diagnosis and prognosis of Alzheimer’s disease in primary care,Diagnostics / Biomarkers,LUNDS UNIVERSITET,Sweden,HES,SIGNED,0.0,2022,2024,Not applicable
7653,101061664,Linking population genomic and behavioural data to test fundamental hypotheses of sexually antagonistic coevolution.,Genomics / Molecular Biology,STOCKHOLMS UNIVERSITET,Sweden,HES,SIGNED,0.0,2023,2025,Not applicable
7654,101045517,Molecular mimicry as a key parameter shaping T cell immunity,Oncology,DANMARKS TEKNISKE UNIVERSITET,Denmark,HES,SIGNED,2000000.0,2022,2027,Small
7655,101045613,Deciphering regulatory principles of proteasome heterogeneity and the degradation landscape in cancer,Oncology,WEIZMANN INSTITUTE OF SCIENCE,Israel,HES,SIGNED,1978750.0,2022,2027,Small
7656,101045643,Ancient genomics and the population history of the Circum-Alpine region,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,1999958.0,2022,2027,High
7657,101073485,DNA Repair State Machines,Genomics / Molecular Biology,ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM,Netherlands,HES,SIGNED,0.0,2023,2027,High
7658,101073251,NAD+ International Scientist-training,Oncology,STICHTING AMSTERDAM UMC,Netherlands,REC,SIGNED,0.0,2022,2026,Small
7659,101073238,Learning from animals how to regenerate: multidisciplinary training programme in regenerative biology,Genomics / Molecular Biology,ACADEMISCH ZIEKENHUIS GRONINGEN,Netherlands,HES,SIGNED,0.0,2023,2027,High
7660,101073263,STOP SPREAD BAD BUGS: novel antimicrobial approaches to combat multidrug resistance in bacteria,Pharma / Biotech,ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM,Netherlands,HES,SIGNED,0.0,2022,2027,Small
7661,101073222,A comprehensive CAD system based on radiologic- and pathologic-image biomarkers for diagnosis and prognosis of breast cancer relapse,Diagnostics / Biomarkers,UNIVERSITAT ROVIRA I VIRGILI,Spain,HES,SIGNED,0.0,2022,2026,Medium
7662,101073025,Combination therapy for the treatment of metastatic melanoma using magnetic nanoparticles,Oncology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2023,2027,Small
7663,101072977,"Unravelling the Effects of Music on Sleep through Musicology, Neuroscience, Psychology and Computer Science",MedTech / Medical Device,FREIE UNIVERSITAET BERLIN,Germany,HES,SIGNED,0.0,2022,2026,Medium
7664,101072980,Cell-free synthetic biology for combinatorial biosensor design,Genomics / Molecular Biology,TECHNISCHE UNIVERSITAT DARMSTADT,Germany,HES,SIGNED,0.0,2022,2026,Medium
7665,101072903,DNA replication at the heart of cell fate decisions and cancer development,Genomics / Molecular Biology,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,SIGNED,0.0,2022,2026,Medium
7666,101072895,Targeting Circadian Clock Dysfunction in Alzheimer’s Disease,Digital Health / Bioinformatics,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,Italy,HES,SIGNED,0.0,2023,2027,Small
7667,101072892,Long-TREC: The Long-Reads Transcriptomics European Consortium. The next generation transcriptome biology revealed by single molecule sequencing technologies,Genomics / Molecular Biology,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,SIGNED,0.0,2022,2026,Medium
7668,101072891,SInGle cells iN AuToimmUne inflammatoRy disEases,Genomics / Molecular Biology,FUNDACION PUBLICA ANDALUZA PROGRESO Y SALUD M.P.,Spain,REC,SIGNED,0.0,2023,2026,Medium
7669,101072861,Innovative design and implementation of next-generation Point-of-Care CAR-T,Oncology,ACADEMISCH ZIEKENHUIS GRONINGEN,Netherlands,HES,SIGNED,0.0,2023,2026,Small
7670,101072818,DYnamic control in hybrid plasmonic NAnopores: road to next generation multiplexed single MOlecule detection,Genomics / Molecular Biology,FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA,Italy,REC,SIGNED,0.0,2022,2026,Medium
7671,101072761,Center for Glacial Biome Doctoral Network,Pharma / Biotech,AARHUS UNIVERSITET,Denmark,HES,SIGNED,0.0,2022,2026,Small
7672,101072758,NMR relaxometry for biomedicine and advanced materials,Oncology,UNIVERSITA DEGLI STUDI DI FIRENZE,Italy,HES,SIGNED,0.0,2023,2027,Small
7673,101072645,Functional Nano-Scaffolds for Regenerative Medicine,Digital Health / Bioinformatics,UNIVERSITA DEGLI STUDI DI MILANO,Italy,HES,SIGNED,0.0,2022,2026,Small
7674,101072632,Breaking the barrier - An integrated multidisciplinary approach to kill Gram-negative bacteria through existing antibiotics by making their outer membrane permeable,Pharma / Biotech,UNIVERSITE CATHOLIQUE DE LOUVAIN,Belgium,HES,SIGNED,0.0,2023,2027,Small
7675,101072579,"LegumeLegacy – Optimising multiple benefits of grass, legume and herb mixtures in crop rotations: modelling mechanisms and legacy effects",Digital Health / Bioinformatics,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",Ireland,HES,SIGNED,0.0,2023,2027,Small
7676,101072559,Groundbreaking tools and models to reduce air pollution in urban areas,Digital Health / Bioinformatics,UNIVERSIDAD POLITECNICA DE MADRID,Spain,HES,SIGNED,0.0,2023,2026,Small
7677,101072515,Quality Control of the Mitochondrial Gene Expression System in Health and Disease,Genomics / Molecular Biology,MIEDZYNARODOWY INSTYTUT MECHANIZMOW I MASZYN MOLEKULARNYCH POLSKIEJ AKADEMII NAUK,Poland,REC,SIGNED,0.0,2022,2027,High
7678,101045756,Harnessing Stromal Fibroblasts to Reduce Resistance and Improve Colon Cancer Therapeutics,Diagnostics / Biomarkers,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,SIGNED,1999826.0,2022,2027,High
7679,101072485,MAtching Genes with MOLecules for FUNctional Analysis,Genomics / Molecular Biology,DANMARKS TEKNISKE UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2026,Medium
7680,101072475,A holistic approach to training a new generation of scientists in marine biodiscovery,Pharma / Biotech,UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET,Norway,HES,SIGNED,0.0,2023,2027,Small
7681,101046314,ENDING COVID 19 VARIANTS OF CONCERN THROUGH COHORT STUDIES: END-VOC,Diagnostics / Biomarkers,UNIVERSITY COLLEGE LONDON,United Kingdom,HES,SIGNED,10496136.5,2022,2025,Not applicable
7682,101046504,THz Wave Accelerating Cavity for ultrafast science,Diagnostics / Biomarkers,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,3198152.5,2022,2027,High
7683,101072448,Identification and development of novel colorectal cancer biomarkers via state-of-the-art liquid biopsy approaches,Genomics / Molecular Biology,FUNDACION PUBLICA GALEGA INSTITUTO DE INVESTIGACION SANITARIA DE SANTIAGO DE COMPOSTELA,Spain,REC,SIGNED,0.0,2022,2027,High
7684,101060813,Next-generation vaccines and diagnostics to prevent livestock reproductive diseases of worldwide impact,Diagnostics / Biomarkers,"AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE",Italy,REC,SIGNED,3136283.61,2022,2027,High
7685,101072435,European Glaucoma Research Training program - Advancing the Approach of Advanced glaucoma,Cell / Advanced Therapies,ACADEMISCH ZIEKENHUIS GRONINGEN,Netherlands,HES,SIGNED,0.0,2023,2027,Small
7686,101072377,Allergenicity Prediction Toolbox for novel foods,Digital Health / Bioinformatics,UNIVERSITAIR MEDISCH CENTRUM UTRECHT,Netherlands,HES,SIGNED,0.0,2022,2027,Small
7687,101071485,Peripheral Biomarker Based Combinatorial Early Diagnostics for Dementia,Diagnostics / Biomarkers,UNIVERSITATSMEDIZIN ROSTOCK,Germany,HES,SIGNED,0.0,2023,2027,High
7688,101071188,AI-powered platform for autologous iPSC manufacturing,Genomics / Molecular Biology,MIDA BIOTECH BV,Netherlands,PRC,SIGNED,3999225.0,2022,2026,Medium
7689,101070950,"Exploiting ex vivo expansion and deep multiomics profiling to bring novel, efficient and safer hematopoietic stem cell gene therapies to clinical application",Genomics / Molecular Biology,OSPEDALE SAN RAFFAELE SRL,Italy,PRC,SIGNED,3797562.5,2022,2026,Medium
7690,101070811,Interconnecting innovation ecosystems for common European data space in Health,Digital Health / Bioinformatics,BIOCAT LA FUNDACIO BIOREGIO DE CATALUNYA,Spain,OTH,CLOSED,0.0,2022,2024,Not applicable
7691,101052785,Configurational Mechanics of Soft Materials: Revolutionising Geometrically Nonlinear Fracture,Digital Health / Bioinformatics,FRIEDRICH-ALEXANDER-UNIVERSITAET ERLANGEN-NUERNBERG,Germany,HES,SIGNED,2494538.0,2023,2027,Small
7692,101052978,Hybrid and Interpretable Deep neural audio machines,Digital Health / Bioinformatics,INSTITUT MINES-TELECOM,France,HES,SIGNED,2482317.5,2022,2027,Small
7693,101066953,Identification of Transiently Formed Immune-Endogenous Neural Stem Cell Niches in Spinal Cord Injury,Genomics / Molecular Biology,KAROLINSKA INSTITUTET,Sweden,HES,SIGNED,0.0,2023,2025,Not applicable
7694,101066993,Biogeography and Resilience of Intertidal Southern Ocean Communities,Genomics / Molecular Biology,UNIVERSITE MARIE ET LOUIS PASTEUR,France,HES,SIGNED,0.0,2023,2025,Not applicable
7695,101066996,Genetic REcombination and MAting in Mamiellophyceae,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,0.0,2022,2024,Not applicable
7696,101070430,Robust Learning and Reasoning for Complex Event Forecasting,Pharma / Biotech,NETCOMPANY SA,Belgium,PRC,SIGNED,3431000.0,2022,2025,Not applicable
7697,101060244,Gene Regulatory Network Architecture in Neuronal Development,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,0.0,2023,2025,Not applicable
7698,101060211,BIOremediation systems exploiting SYnergieS for improved removal of Mixed pOllutants,Genomics / Molecular Biology,IDENER RESEARCH & DEVELOPMENT AIE,Spain,REC,SIGNED,4873331.0,2022,2026,Medium
7699,101059915,"MARINE BIODIVERSITY ASSESSMENT AND PREDICTION ACROSS SPATIAL, TEMPORAL AND HUMAN SCALES",Genomics / Molecular Biology,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Germany,REC,SIGNED,15449903.0,2022,2027,High
7700,101059890,Real-time growth studies of high-entropy alloy thin films: phase formation and stress evolution,Diagnostics / Biomarkers,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,0.0,2023,2025,Not applicable
7701,101059683,DENIsovan anCESTORs in Sahul: deciphering human evolution through molecular techniques,Genomics / Molecular Biology,UNIVERSITAT WIEN,Austria,HES,CLOSED,0.0,2022,2024,Not applicable
7702,101059605,The Early Exploitation of Cetacean in Western Europe during the Late Upper Palaeolithic,Proteomics / Multi-omics,UNIVERSIDAD DE CANTABRIA,Spain,HES,SIGNED,0.0,2023,2025,Not applicable
7703,101069456,RNA and Nanotechnology Enable Wider Accessibility to Stem Cell Transplantation,Genomics / Molecular Biology,LUNDS UNIVERSITET,Sweden,HES,CLOSED,0.0,2022,2024,Not applicable
7704,101059492,Biodiversity Genomics Europe,Genomics / Molecular Biology,STICHTING NATURALIS BIODIVERSITY CENTER,Netherlands,REC,SIGNED,17159391.25,2022,2026,Medium
7705,101067095,High-resolution cryo-EM structures of the human and yeast Sin3 histone deacetylase complexes,Genomics / Molecular Biology,KATHOLIEKE UNIVERSITEIT LEUVEN,Belgium,HES,CLOSED,0.0,2022,2024,Not applicable
7706,101067141,Does hybridization facilitate explosive speciation of Lake Baikal amphipods?,Genomics / Molecular Biology,UNIVERSITEIT ANTWERPEN,Belgium,HES,CLOSED,0.0,2022,2024,Not applicable
7707,101067151,Spatiotemporal analysis of mammalian embryonic development at single-cell level,Genomics / Molecular Biology,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Germany,REC,CLOSED,0.0,2022,2024,Not applicable
7708,101067179,PRehistoric fISheries assisTing marIne baseliNEs,Proteomics / Multi-omics,MUSEUM NATIONAL D'HISTOIRE NATURELLE,France,HES,SIGNED,0.0,2022,2024,Not applicable
7709,101059469,To develop a new targeted therapy for the treatment of naive and PARP inhibitor-resistant BRCA1/2-mutated tumors,Genomics / Molecular Biology,INSTITUT CURIE,France,REC,CLOSED,0.0,2022,2024,Not applicable
7710,101059391,Application of Metal-organic frameworks synthesized by Microfluidics in Microextraction for Metabolomics: development of a non-invasive bioanalytical method for early diagnosis of fatty Liver diseases,Proteomics / Multi-omics,ACADEMISCH ZIEKENHUIS GRONINGEN,Netherlands,HES,SIGNED,0.0,2023,2025,Not applicable
7711,101059372,"Supporting STakeholders for Adaptive, Resilient and Sustainable Water Management",Digital Health / Bioinformatics,STICHTING DELTARES,Netherlands,REC,SIGNED,4584730.0,2022,2026,Small
7712,101059267,Therapeutic Artificial Cells based on Molecular Cages for Glioblastoma Treatment,Diagnostics / Biomarkers,UNIVERSITAT POLITECNICA DE VALENCIA,Spain,HES,TERMINATED,0.0,2023,2025,Not applicable
7713,101059190,Tessellation-based analysis of dynamic protein structures and their complexes - MoleculAR MOTions meet TEssellations (MARMOTTE).,Digital Health / Bioinformatics,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2023,2025,Not applicable
7714,101059124,"Design, Build and Test of novel bacteria-delivered proteins for cancer therapy",Oncology,"UNIVERSITY COLLEGE CORK - NATIONAL UNIVERSITY OF IRELAND, CORK",Ireland,HES,SIGNED,0.0,2023,2026,Small
7715,101058673,OPEN PLATFORM FOR REALIZING ZERO DEFECTS IN CYBER PHYSICAL MANUFACTURING,Digital Health / Bioinformatics,PANEPISTIMIO PATRON,Greece,HES,SIGNED,10875885.0,2022,2025,Not applicable
7716,101058620,Providing cutting edge cancer research services across Europe,Oncology,BIOBANKS AND BIOMOLECULAR RESOURCES RESEARCH INFRASTRUCTURE CONSORTIUM (BBMRI-ERIC),Austria,REC,SIGNED,14866440.5,2022,2026,Small
7717,101058516,eBRAIN-Health - Actionable Multilevel Health Data,Genomics / Molecular Biology,CHARITE - UNIVERSITAETSMEDIZIN BERLIN,Germany,HES,SIGNED,12436807.5,2022,2026,Medium
7718,101067240,Localized Cancer Therapy,Oncology,UNIVERSITY OF GALWAY,Ireland,HES,SIGNED,0.0,2023,2025,Not applicable
7719,101067351,Non-Invasive Predictive Modelling of Amphibian and Pathogen Diversity,Genomics / Molecular Biology,FONDAZIONE EDMUND MACH,Italy,HES,SIGNED,0.0,2023,2025,Not applicable
7720,101058427,A European-wide foundation to accelerate Data-driven Cancer Research,Genomics / Molecular Biology,BARCELONA SUPERCOMPUTING CENTER CENTRO NACIONAL DE SUPERCOMPUTACION,Spain,REC,SIGNED,7814549.51,2022,2025,Not applicable
7721,101069301,A companion magnetic sensor for in operando detection of magnetic biosynthesis in cancer and neurodegenerative models,Diagnostics / Biomarkers,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,0.0,2022,2024,Not applicable
7722,101069289,A combined diagnostic and targeted gene therapy platform for brain tumor relapse,Oncology,UPPSALA UNIVERSITET,Sweden,HES,CLOSED,0.0,2022,2024,Not applicable
7723,101069279,Prostate Diagnosis using Optical Coherence Tomography,Oncology,UNIVERSITA DEGLI STUDI DI VERONA,Italy,HES,CLOSED,0.0,2022,2024,Not applicable
7724,101069181,Closed-Loop and multisEnsing delIvery tool for controlled Laser Ablation of tumors,Oncology,POLITECNICO DI MILANO,Italy,HES,CLOSED,0.0,2022,2024,Not applicable
7725,101068976,The Self-Fashioning of Women Writers in Early Modern Italy (1490-1610),Oncology,UNIVERSITA DEGLI STUDI DI PADOVA,Italy,HES,SIGNED,0.0,2023,2026,Small
7726,101068900,Reassessing phosphorus removal by employing classical and fermentative metabolism of polyphosphate accumulating organisms in complex carbon environments,Genomics / Molecular Biology,TECHNISCHE UNIVERSITEIT DELFT,Netherlands,HES,SIGNED,0.0,2023,2026,Medium
7727,101068836,Bioelectrochemical transformation of CO2 for the synthesis of value-added products,Pharma / Biotech,UNIVERSIDADE NOVA DE LISBOA,Portugal,HES,SIGNED,0.0,2023,2025,Not applicable
7728,101068843,Understanding aneuploidy tolerance in cancer by studying early embryogenesis,Genomics / Molecular Biology,STICHTING HET NEDERLANDS KANKER INSTITUUT-ANTONI VAN LEEUWENHOEK ZIEKENHUIS,Netherlands,REC,SIGNED,0.0,2022,2024,Not applicable
